length,width,shape
42,42,square
22,22,square
72,72,square
1,1,square
83,83,square
36,36,square
17,17,square
79,46,rectangle
69,25,rectangle
46,54,rectangle
94,90,rectangle
24,81,rectangle
38,20,rectangle
1,1,square
90,65,rectangle
49,49,square
28,28,square
75,75,square
93,93,square
56,56,square
78,50,rectangle
92,83,rectangle
86,86,square
63,87,rectangle
100,68,rectangle
27,27,square
77,77,square
35,35,square
59,59,square
36,36,square
82,19,rectangle
4,4,square
60,21,rectangle
67,67,square
52,52,square
55,55,square
62,62,square
92,92,square
48,23,rectangle
93,62,rectangle
72,88,rectangle
53,53,square
14,14,square
100,100,square
8,60,rectangle
49,49,square
46,46,square
8,48,rectangle
24,22,rectangle
23,47,rectangle
11,100,rectangle
94,55,rectangle
62,16,rectangle
58,88,rectangle
34,74,rectangle
38,38,square
39,59,rectangle
66,66,square
77,77,square
24,35,rectangle
92,46,rectangle
11,11,square
21,20,rectangle
60,76,rectangle
34,96,rectangle
82,82,square
29,16,rectangle
53,13,rectangle
84,100,rectangle
40,40,square
10,10,square
5,93,rectangle
78,78,square
4,2,rectangle
46,46,square
85,29,rectangle
77,5,rectangle
53,29,rectangle
41,41,square
70,27,rectangle
25,25,square
75,74,rectangle
29,3,rectangle
81,20,rectangle
82,76,rectangle
49,73,rectangle
4,95,rectangle
47,25,rectangle
51,51,square
28,28,square
14,33,rectangle
3,2,rectangle
86,86,square
78,57,rectangle
38,38,square
58,94,rectangle
98,98,square
84,100,rectangle
81,67,rectangle
9,5,rectangle
33,33,square
21,21,square
39,39,square
69,69,square
66,66,square
93,93,square
59,20,rectangle
76,76,square
95,46,rectangle
23,23,square
27,27,square
57,57,square
64,64,square
71,71,square
74,74,square
33,33,square
68,50,rectangle
11,11,square
89,97,rectangle
73,98,rectangle
8,8,square
2,6,rectangle
32,32,square
23,4,rectangle
17,17,square
31,31,square
81,81,square
87,87,square
77,13,rectangle
72,26,rectangle
68,22,rectangle
88,92,rectangle
28,28,square
59,59,square
30,30,square
78,78,square
95,95,square
54,54,square
45,70,rectangle
87,87,square
54,54,square
35,35,square
100,100,square
22,81,rectangle
61,61,square
5,5,square
57,14,rectangle
42,42,square
86,86,square
32,32,square
34,75,rectangle
10,10,square
3,81,rectangle
59,54,rectangle
93,68,rectangle
68,35,rectangle
100,100,square
84,84,square
30,30,square
100,100,square
41,81,rectangle
76,76,square
33,33,square
72,43,rectangle
81,81,square
31,14,rectangle
64,26,rectangle
81,81,square
6,62,rectangle
66,58,rectangle
16,99,rectangle
43,43,square
72,72,square
11,11,square
67,67,square
11,82,rectangle
62,62,square
93,93,square
67,67,square
50,40,rectangle
72,78,rectangle
36,36,square
92,92,square
31,31,square
6,39,rectangle
97,97,square
51,51,square
64,89,rectangle
17,45,rectangle
37,17,rectangle
59,59,square
43,44,rectangle
71,71,square
74,74,square
36,66,rectangle
52,52,square
1,1,square
18,18,square
95,95,square
65,65,square
85,85,square
96,96,square
67,47,rectangle
85,73,rectangle
54,54,square
89,89,square
39,93,rectangle
58,58,square
17,41,rectangle
44,70,rectangle
77,30,rectangle
27,30,rectangle
93,93,square
11,68,rectangle
25,50,rectangle
2,2,square
20,20,square
29,29,square
61,61,square
21,21,square
11,11,square
75,75,square
48,48,square
57,40,rectangle
14,14,square
11,64,rectangle
78,78,square
73,45,rectangle
21,21,square
4,61,rectangle
66,66,square
14,14,square
77,35,rectangle
7,65,rectangle
13,13,square
78,78,square
60,99,rectangle
83,3,rectangle
60,63,rectangle
88,31,rectangle
7,7,square
10,95,rectangle
62,62,square
91,46,rectangle
94,94,square
24,24,square
41,69,rectangle
77,44,rectangle
24,24,square
89,31,rectangle
15,15,square
56,56,square
9,74,rectangle
38,6,rectangle
25,25,square
28,30,rectangle
99,99,square
85,85,square
11,11,square
55,58,rectangle
38,9,rectangle
19,30,rectangle
95,82,rectangle
93,44,rectangle
30,39,rectangle
66,66,square
99,25,rectangle
44,94,rectangle
93,93,square
44,5,rectangle
27,27,square
94,94,square
3,3,square
86,79,rectangle
50,50,square
6,6,square
71,24,rectangle
26,73,rectangle
45,95,rectangle
20,20,square
10,79,rectangle
95,42,rectangle
19,19,square
66,79,rectangle
68,23,rectangle
1,1,square
20,20,square
6,6,square
29,20,rectangle
97,92,rectangle
25,25,square
53,93,rectangle
40,40,square
1,1,square
39,31,rectangle
27,37,rectangle
88,37,rectangle
94,94,square
92,92,square
98,98,square
69,57,rectangle
72,72,square
21,22,rectangle
22,22,square
1,86,rectangle
24,24,square
81,81,square
52,52,square
20,20,square
22,22,square
90,71,rectangle
39,39,square
34,86,rectangle
35,35,square
99,68,rectangle
29,29,square
56,65,rectangle
75,75,square
17,20,rectangle
83,59,rectangle
86,62,rectangle
72,87,rectangle
9,9,square
33,33,square
59,41,rectangle
60,73,rectangle
51,47,rectangle
41,41,square
98,18,rectangle
65,32,rectangle
21,21,square
60,60,square
84,81,rectangle
70,70,square
11,9,rectangle
16,16,square
74,74,square
5,77,rectangle
33,33,square
73,73,square
43,62,rectangle
55,94,rectangle
40,40,square
37,46,rectangle
98,96,rectangle
90,90,square
90,90,square
60,60,square
42,64,rectangle
12,84,rectangle
9,3,rectangle
82,45,rectangle
33,55,rectangle
47,35,rectangle
55,67,rectangle
2,89,rectangle
67,68,rectangle
87,25,rectangle
17,61,rectangle
51,8,rectangle
15,15,square
15,15,square
45,66,rectangle
53,53,square
77,87,rectangle
14,65,rectangle
30,53,rectangle
85,85,square
90,52,rectangle
35,35,square
49,1,rectangle
85,18,rectangle
51,51,square
49,38,rectangle
1,5,rectangle
70,70,square
43,77,rectangle
30,30,square
55,46,rectangle
27,27,square
96,24,rectangle
56,56,square
75,75,square
31,32,rectangle
10,95,rectangle
48,12,rectangle
12,76,rectangle
17,17,square
10,10,square
83,83,square
35,43,rectangle
16,16,square
13,13,square
78,78,square
9,9,square
78,90,rectangle
98,4,rectangle
100,100,square
87,87,square
21,21,square
12,12,square
35,73,rectangle
55,55,square
82,82,square
42,42,square
30,65,rectangle
92,92,square
79,79,square
5,85,rectangle
42,47,rectangle
10,10,square
27,75,rectangle
93,93,square
96,48,rectangle
23,43,rectangle
63,63,square
84,10,rectangle
47,57,rectangle
100,100,square
7,7,square
52,92,rectangle
20,20,square
78,98,rectangle
94,23,rectangle
87,87,square
31,31,square
50,50,square
28,22,rectangle
6,6,square
16,81,rectangle
12,98,rectangle
9,29,rectangle
47,12,rectangle
20,22,rectangle
83,64,rectangle
60,39,rectangle
54,41,rectangle
94,94,square
53,53,square
45,45,square
70,70,square
44,44,square
49,49,square
85,52,rectangle
5,38,rectangle
14,16,rectangle
74,74,square
66,66,square
68,68,square
89,64,rectangle
85,85,square
19,13,rectangle
92,92,square
19,59,rectangle
76,60,rectangle
31,31,square
31,56,rectangle
17,17,square
36,36,square
50,50,square
9,54,rectangle
61,61,square
76,76,square
55,60,rectangle
69,69,square
4,77,rectangle
83,83,square
54,54,square
21,24,rectangle
30,30,square
46,46,square
25,73,rectangle
70,70,square
63,63,square
47,63,rectangle
43,43,square
26,26,square
99,46,rectangle
48,48,square
83,83,square
89,89,square
18,52,rectangle
7,45,rectangle
74,74,square
22,22,square
19,19,square
65,35,rectangle
1,29,rectangle
60,60,square
86,86,square
48,34,rectangle
14,14,square
7,7,square
10,10,square
100,100,square
63,2,rectangle
87,56,rectangle
41,75,rectangle
25,25,square
30,35,rectangle
37,37,square
90,90,square
43,58,rectangle
25,22,rectangle
14,77,rectangle
73,40,rectangle
77,77,square
11,11,square
73,25,rectangle
72,54,rectangle
8,8,square
67,67,square
19,70,rectangle
97,97,square
94,1,rectangle
23,52,rectangle
4,4,square
50,50,square
62,43,rectangle
36,36,square
14,14,square
83,87,rectangle
54,54,square
28,42,rectangle
27,84,rectangle
45,45,square
36,30,rectangle
24,24,square
25,7,rectangle
77,77,square
63,63,square
18,27,rectangle
3,100,rectangle
25,73,rectangle
92,19,rectangle
59,59,square
65,35,rectangle
60,60,square
63,63,square
29,29,square
21,97,rectangle
31,31,square
93,93,square
76,34,rectangle
92,92,square
99,99,square
20,20,square
40,40,square
56,56,square
15,81,rectangle
11,11,square
11,11,square
25,25,square
19,48,rectangle
79,79,square
83,83,square
55,55,square
58,58,square
66,41,rectangle
30,30,square
27,29,rectangle
15,15,square
44,93,rectangle
86,51,rectangle
85,85,square
60,60,square
34,34,square
78,43,rectangle
2,2,square
23,46,rectangle
26,26,square
5,19,rectangle
75,75,square
51,56,rectangle
22,84,rectangle
7,7,square
61,61,square
74,38,rectangle
64,9,rectangle
10,10,square
61,36,rectangle
24,24,square
67,38,rectangle
65,71,rectangle
35,21,rectangle
41,41,square
78,76,rectangle
7,7,square
10,10,square
39,63,rectangle
59,59,square
50,8,rectangle
80,80,square
50,50,square
34,11,rectangle
85,10,rectangle
83,4,rectangle
57,93,rectangle
46,96,rectangle
1,91,rectangle
3,54,rectangle
38,66,rectangle
78,82,rectangle
33,33,square
55,57,rectangle
91,70,rectangle
43,43,square
10,10,square
77,77,square
16,19,rectangle
60,1,rectangle
81,20,rectangle
91,91,square
42,42,square
63,85,rectangle
41,41,square
28,100,rectangle
9,76,rectangle
42,42,square
54,54,square
19,27,rectangle
98,98,square
6,35,rectangle
11,11,square
16,62,rectangle
57,79,rectangle
50,77,rectangle
52,52,square
55,55,square
14,35,rectangle
82,82,square
15,76,rectangle
22,22,square
79,79,square
65,88,rectangle
70,17,rectangle
10,24,rectangle
24,24,square
52,89,rectangle
29,47,rectangle
66,66,square
64,64,square
62,62,square
2,17,rectangle
61,29,rectangle
57,63,rectangle
34,8,rectangle
52,52,square
14,14,square
74,74,square
32,32,square
65,44,rectangle
40,5,rectangle
89,89,square
26,76,rectangle
10,97,rectangle
26,47,rectangle
58,84,rectangle
12,12,square
60,60,square
35,27,rectangle
70,70,square
50,50,square
6,85,rectangle
1,51,rectangle
10,98,rectangle
50,50,square
71,81,rectangle
100,100,square
79,52,rectangle
67,67,square
93,93,square
67,67,square
59,59,square
76,76,square
85,85,square
38,27,rectangle
96,57,rectangle
13,49,rectangle
77,77,square
17,71,rectangle
5,5,square
22,22,square
35,35,square
8,8,square
18,18,square
73,84,rectangle
84,86,rectangle
74,57,rectangle
35,16,rectangle
2,22,rectangle
42,15,rectangle
22,22,square
88,88,square
63,62,rectangle
63,48,rectangle
63,44,rectangle
79,28,rectangle
22,22,square
60,67,rectangle
98,98,square
45,45,square
13,13,square
60,60,square
26,13,rectangle
93,93,square
63,54,rectangle
67,93,rectangle
44,44,square
86,86,square
9,86,rectangle
21,3,rectangle
30,55,rectangle
80,80,square
55,55,square
13,5,rectangle
88,83,rectangle
7,89,rectangle
33,88,rectangle
18,85,rectangle
72,99,rectangle
98,98,square
33,46,rectangle
92,92,square
83,29,rectangle
35,72,rectangle
23,23,square
57,42,rectangle
27,32,rectangle
59,89,rectangle
13,100,rectangle
56,56,square
71,71,square
10,29,rectangle
13,20,rectangle
7,7,square
61,61,square
11,11,square
92,11,rectangle
99,69,rectangle
6,6,square
27,2,rectangle
12,50,rectangle
66,88,rectangle
25,78,rectangle
91,91,square
19,21,rectangle
67,67,square
97,97,square
85,85,square
11,11,square
86,43,rectangle
69,69,square
58,26,rectangle
70,70,square
29,29,square
3,79,rectangle
86,81,rectangle
92,92,square
82,55,rectangle
52,52,square
60,60,square
62,62,square
69,56,rectangle
54,54,square
75,75,square
81,81,square
53,29,rectangle
40,40,square
28,28,square
31,31,square
57,57,square
52,83,rectangle
44,44,square
38,34,rectangle
96,40,rectangle
8,12,rectangle
63,63,square
25,43,rectangle
55,89,rectangle
87,87,square
24,60,rectangle
91,5,rectangle
27,14,rectangle
76,29,rectangle
75,75,square
82,82,square
54,95,rectangle
81,81,square
19,74,rectangle
98,12,rectangle
28,28,square
27,27,square
73,9,rectangle
78,66,rectangle
84,84,square
13,52,rectangle
25,92,rectangle
3,88,rectangle
6,6,square
97,54,rectangle
4,4,square
84,44,rectangle
35,35,square
9,52,rectangle
52,52,square
47,1,rectangle
97,97,square
70,70,square
69,43,rectangle
50,50,square
14,14,square
96,64,rectangle
97,97,square
54,54,square
30,55,rectangle
71,46,rectangle
21,21,square
61,75,rectangle
96,30,rectangle
96,96,square
20,20,square
27,27,square
53,53,square
56,42,rectangle
23,23,square
95,95,square
15,79,rectangle
39,33,rectangle
76,50,rectangle
89,89,square
46,46,square
14,14,square
35,97,rectangle
55,54,rectangle
78,78,square
69,69,square
23,23,square
63,63,square
18,5,rectangle
33,5,rectangle
86,47,rectangle
33,14,rectangle
81,81,square
65,65,square
63,63,square
91,82,rectangle
6,6,square
15,15,square
33,49,rectangle
31,31,square
64,30,rectangle
87,13,rectangle
28,28,square
11,11,square
7,53,rectangle
78,78,square
6,6,square
81,81,square
72,14,rectangle
37,67,rectangle
22,22,square
15,15,square
57,57,square
37,37,square
10,10,square
92,40,rectangle
63,62,rectangle
76,14,rectangle
31,25,rectangle
50,49,rectangle
40,40,square
13,13,square
70,70,square
73,6,rectangle
50,40,rectangle
100,100,square
88,88,square
21,69,rectangle
41,41,square
73,73,square
95,97,rectangle
23,23,square
58,29,rectangle
61,61,square
85,85,square
76,15,rectangle
48,22,rectangle
14,14,square
40,27,rectangle
65,65,square
80,80,square
25,81,rectangle
90,55,rectangle
59,59,square
57,35,rectangle
76,76,square
66,66,square
69,69,square
28,82,rectangle
22,5,rectangle
63,59,rectangle
15,15,square
90,73,rectangle
56,83,rectangle
30,67,rectangle
88,65,rectangle
85,28,rectangle
22,22,square
1,1,square
48,78,rectangle
71,71,square
11,95,rectangle
84,84,square
60,60,square
90,90,square
94,94,square
5,5,square
95,95,square
85,72,rectangle
8,93,rectangle
18,37,rectangle
74,96,rectangle
41,41,square
3,72,rectangle
21,21,square
21,21,square
97,31,rectangle
88,88,square
16,16,square
15,15,square
79,28,rectangle
91,97,rectangle
57,76,rectangle
84,84,square
53,35,rectangle
63,69,rectangle
54,54,square
50,50,square
55,55,square
61,61,square
41,27,rectangle
41,40,rectangle
17,40,rectangle
89,89,square
82,67,rectangle
92,29,rectangle
76,76,square
12,12,square
92,92,square
93,93,square
15,23,rectangle
2,2,square
55,55,square
76,76,square
98,63,rectangle
27,51,rectangle
50,50,square
49,18,rectangle
55,63,rectangle
93,93,square
48,22,rectangle
59,100,rectangle
49,49,square
55,55,square
89,89,square
27,29,rectangle
91,2,rectangle
1,23,rectangle
21,21,square
85,74,rectangle
75,36,rectangle
14,94,rectangle
64,64,square
72,60,rectangle
35,35,square
93,93,square
49,49,square
14,14,square
40,40,square
14,14,square
25,25,square
98,49,rectangle
42,42,square
82,8,rectangle
84,84,square
68,68,square
37,37,square
75,81,rectangle
92,92,square
40,40,square
53,53,square
9,10,rectangle
77,77,square
78,78,square
94,53,rectangle
94,44,rectangle
61,61,square
26,26,square
19,19,square
39,39,square
70,8,rectangle
91,90,rectangle
14,14,square
27,38,rectangle
92,36,rectangle
90,90,square
22,63,rectangle
94,1,rectangle
100,2,rectangle
68,80,rectangle
52,18,rectangle
11,71,rectangle
63,63,square
44,83,rectangle
83,83,square
25,67,rectangle
23,23,square
18,48,rectangle
49,33,rectangle
86,77,rectangle
31,31,square
19,32,rectangle
6,96,rectangle
58,61,rectangle
25,17,rectangle
7,7,square
15,15,square
55,55,square
75,13,rectangle
97,19,rectangle
46,98,rectangle
45,52,rectangle
65,9,rectangle
94,94,square
39,39,square
42,38,rectangle
22,67,rectangle
10,44,rectangle
17,64,rectangle
38,13,rectangle
46,78,rectangle
6,57,rectangle
34,75,rectangle
87,87,square
93,76,rectangle
82,82,square
91,49,rectangle
90,87,rectangle
24,24,square
60,60,square
24,35,rectangle
81,81,square
97,45,rectangle
83,83,square
78,78,square
95,95,square
98,19,rectangle
18,18,square
3,3,square
26,97,rectangle
80,65,rectangle
52,52,square
26,26,square
27,27,square
95,95,square
21,27,rectangle
22,22,square
100,80,rectangle
69,69,square
74,74,square
34,34,square
62,62,square
19,19,square
9,58,rectangle
28,28,square
40,22,rectangle
31,13,rectangle
54,54,square
49,49,square
56,56,square
75,75,square
83,83,square
83,83,square
3,10,rectangle
39,51,rectangle
59,59,square
30,30,square
64,64,square
20,78,rectangle
67,67,square
53,97,rectangle
89,89,square
41,84,rectangle
32,32,square
27,10,rectangle
29,75,rectangle
59,59,square
44,73,rectangle
64,62,rectangle
20,20,square
50,84,rectangle
89,89,square
69,92,rectangle
56,69,rectangle
26,51,rectangle
79,79,square
40,53,rectangle
88,22,rectangle
98,16,rectangle
10,13,rectangle
88,88,square
58,60,rectangle
53,79,rectangle
56,21,rectangle
64,64,square
39,58,rectangle
21,21,square
93,93,square
15,15,square
49,6,rectangle
46,42,rectangle
46,46,square
73,73,square
55,55,square
7,7,square
13,82,rectangle
15,32,rectangle
5,10,rectangle
20,20,square
78,78,square
6,6,square
83,83,square
56,39,rectangle
45,44,rectangle
53,53,square
89,89,square
7,28,rectangle
48,33,rectangle
76,76,square
85,4,rectangle
3,3,square
55,55,square
28,68,rectangle
59,31,rectangle
91,91,square
41,60,rectangle
7,49,rectangle
87,87,square
61,61,square
6,6,square
38,30,rectangle
11,11,square
18,18,square
77,77,square
100,100,square
56,25,rectangle
88,12,rectangle
75,29,rectangle
35,93,rectangle
5,93,rectangle
27,87,rectangle
11,11,square
83,43,rectangle
62,62,square
55,85,rectangle
60,78,rectangle
95,4,rectangle
72,15,rectangle
74,74,square
54,57,rectangle
72,52,rectangle
100,94,rectangle
4,4,square
35,35,square
3,39,rectangle
44,83,rectangle
13,13,square
16,16,square
61,61,square
69,11,rectangle
91,91,square
43,68,rectangle
1,66,rectangle
96,17,rectangle
93,9,rectangle
7,93,rectangle
34,20,rectangle
77,77,square
61,87,rectangle
62,25,rectangle
62,62,square
83,83,square
84,84,square
70,100,rectangle
66,6,rectangle
66,6,rectangle
67,45,rectangle
8,94,rectangle
95,95,square
20,67,rectangle
77,77,square
13,13,square
44,67,rectangle
68,68,square
48,62,rectangle
63,17,rectangle
100,58,rectangle
57,72,rectangle
98,47,rectangle
75,75,square
22,33,rectangle
13,13,square
31,63,rectangle
88,88,square
72,100,rectangle
48,48,square
56,90,rectangle
15,41,rectangle
79,79,square
96,21,rectangle
13,20,rectangle
42,29,rectangle
22,11,rectangle
19,19,square
77,100,rectangle
67,67,square
72,72,square
45,45,square
88,37,rectangle
70,92,rectangle
95,95,square
24,65,rectangle
9,27,rectangle
59,18,rectangle
73,73,square
37,37,square
6,34,rectangle
54,17,rectangle
19,10,rectangle
1,56,rectangle
60,60,square
99,39,rectangle
21,21,square
55,55,square
9,72,rectangle
19,19,square
12,42,rectangle
23,48,rectangle
83,83,square
56,31,rectangle
7,55,rectangle
6,6,square
96,34,rectangle
76,76,square
55,99,rectangle
16,85,rectangle
92,46,rectangle
9,9,square
72,81,rectangle
70,70,square
90,90,square
63,87,rectangle
12,12,square
11,11,square
59,3,rectangle
16,72,rectangle
71,71,square
38,21,rectangle
65,65,square
20,77,rectangle
39,39,square
40,66,rectangle
20,20,square
38,88,rectangle
44,44,square
38,38,square
82,82,square
87,87,square
15,15,square
48,65,rectangle
24,8,rectangle
100,36,rectangle
15,58,rectangle
46,68,rectangle
47,47,square
4,23,rectangle
4,48,rectangle
52,52,square
1,1,square
66,62,rectangle
16,16,square
84,84,square
15,78,rectangle
79,50,rectangle
71,19,rectangle
75,75,square
24,24,square
18,18,square
16,52,rectangle
69,50,rectangle
66,39,rectangle
5,26,rectangle
79,79,square
57,13,rectangle
100,82,rectangle
54,46,rectangle
63,57,rectangle
33,17,rectangle
68,50,rectangle
12,12,square
33,33,square
27,85,rectangle
23,55,rectangle
87,87,square
80,92,rectangle
80,80,square
50,19,rectangle
92,92,square
1,24,rectangle
94,49,rectangle
71,55,rectangle
6,6,square
45,45,square
35,10,rectangle
83,83,square
89,89,square
11,100,rectangle
94,14,rectangle
39,39,square
66,66,square
89,26,rectangle
83,83,square
27,86,rectangle
94,94,square
13,13,square
23,76,rectangle
50,27,rectangle
3,3,square
81,81,square
79,79,square
53,53,square
35,35,square
12,45,rectangle
87,66,rectangle
50,50,square
8,58,rectangle
33,51,rectangle
26,68,rectangle
55,64,rectangle
30,77,rectangle
78,55,rectangle
25,50,rectangle
21,29,rectangle
44,44,square
83,11,rectangle
16,15,rectangle
44,18,rectangle
19,57,rectangle
70,89,rectangle
79,42,rectangle
26,26,square
25,31,rectangle
67,67,square
44,44,square
74,54,rectangle
22,22,square
47,9,rectangle
50,50,square
60,53,rectangle
16,16,square
60,31,rectangle
41,35,rectangle
53,45,rectangle
54,54,square
39,39,square
25,25,square
98,71,rectangle
67,67,square
19,19,square
93,93,square
74,74,square
5,5,square
54,54,square
77,77,square
50,54,rectangle
25,25,square
23,8,rectangle
76,76,square
89,89,square
3,3,square
74,74,square
10,96,rectangle
51,16,rectangle
30,83,rectangle
37,37,square
94,94,square
20,20,square
10,53,rectangle
18,73,rectangle
11,58,rectangle
73,32,rectangle
3,3,square
41,59,rectangle
44,25,rectangle
77,77,square
87,87,square
98,82,rectangle
87,87,square
31,63,rectangle
83,8,rectangle
51,51,square
68,68,square
45,61,rectangle
47,57,rectangle
25,11,rectangle
20,28,rectangle
51,86,rectangle
15,15,square
19,19,square
60,44,rectangle
80,80,square
10,10,square
92,44,rectangle
6,63,rectangle
100,100,square
70,83,rectangle
83,83,square
36,8,rectangle
61,61,square
35,26,rectangle
31,31,square
95,71,rectangle
81,58,rectangle
29,15,rectangle
61,61,square
43,43,square
93,93,square
22,54,rectangle
25,81,rectangle
22,35,rectangle
55,94,rectangle
24,87,rectangle
59,49,rectangle
29,29,square
86,86,square
65,30,rectangle
19,19,square
82,32,rectangle
84,82,rectangle
40,4,rectangle
85,37,rectangle
73,73,square
90,39,rectangle
84,84,square
66,66,square
35,24,rectangle
27,27,square
79,89,rectangle
41,41,square
56,58,rectangle
54,43,rectangle
52,46,rectangle
36,36,square
71,71,square
76,76,square
76,76,square
77,77,square
76,76,square
61,61,square
62,54,rectangle
50,50,square
100,16,rectangle
39,51,rectangle
93,93,square
49,49,square
57,57,square
7,69,rectangle
13,20,rectangle
90,62,rectangle
73,56,rectangle
77,77,square
31,31,square
79,13,rectangle
22,22,square
20,38,rectangle
16,96,rectangle
87,25,rectangle
32,51,rectangle
13,13,square
84,85,rectangle
58,91,rectangle
46,28,rectangle
96,82,rectangle
3,3,square
59,59,square
94,81,rectangle
68,96,rectangle
23,23,square
85,85,square
90,90,square
25,15,rectangle
77,77,square
33,49,rectangle
63,8,rectangle
14,14,square
95,95,square
97,97,square
60,60,square
73,73,square
78,70,rectangle
67,67,square
2,2,square
78,78,square
33,33,square
60,31,rectangle
70,22,rectangle
60,19,rectangle
64,32,rectangle
4,4,square
59,59,square
35,35,square
68,68,square
80,17,rectangle
5,5,square
73,100,rectangle
32,97,rectangle
59,59,square
46,46,square
94,63,rectangle
96,96,square
14,14,square
65,65,square
83,90,rectangle
23,63,rectangle
21,21,square
26,97,rectangle
99,99,square
46,46,square
85,85,square
55,72,rectangle
81,81,square
3,52,rectangle
78,80,rectangle
29,84,rectangle
30,30,square
37,52,rectangle
94,2,rectangle
74,74,square
5,16,rectangle
84,84,square
70,94,rectangle
91,91,square
89,89,square
21,58,rectangle
1,1,square
98,97,rectangle
79,45,rectangle
43,78,rectangle
50,52,rectangle
63,25,rectangle
32,32,square
90,9,rectangle
41,41,square
62,62,square
24,24,square
32,32,square
14,65,rectangle
91,91,square
6,6,square
31,31,square
95,95,square
32,37,rectangle
9,29,rectangle
88,70,rectangle
50,50,square
57,33,rectangle
63,46,rectangle
64,37,rectangle
86,1,rectangle
100,27,rectangle
8,70,rectangle
100,100,square
80,8,rectangle
28,1,rectangle
96,96,square
74,74,square
34,34,square
79,30,rectangle
61,1,rectangle
37,37,square
71,71,square
2,2,square
8,97,rectangle
10,10,square
2,13,rectangle
72,43,rectangle
47,70,rectangle
100,100,square
14,14,square
96,96,square
84,84,square
44,60,rectangle
28,28,square
3,3,square
49,49,square
46,46,square
74,74,square
63,63,square
72,31,rectangle
21,80,rectangle
75,64,rectangle
34,33,rectangle
82,51,rectangle
29,29,square
86,86,square
43,43,square
67,67,square
76,76,square
46,57,rectangle
44,44,square
61,38,rectangle
42,18,rectangle
46,17,rectangle
82,82,square
15,77,rectangle
85,85,square
20,50,rectangle
34,41,rectangle
15,85,rectangle
46,46,square
13,13,square
6,6,square
93,23,rectangle
26,26,square
20,86,rectangle
61,80,rectangle
1,65,rectangle
43,69,rectangle
52,89,rectangle
62,98,rectangle
66,30,rectangle
88,85,rectangle
59,49,rectangle
84,68,rectangle
7,74,rectangle
59,59,square
53,53,square
24,24,square
98,98,square
69,69,square
35,35,square
68,68,square
68,68,square
51,58,rectangle
22,22,square
49,17,rectangle
93,27,rectangle
59,54,rectangle
19,75,rectangle
45,71,rectangle
33,33,square
6,48,rectangle
56,18,rectangle
28,12,rectangle
7,7,square
51,100,rectangle
77,32,rectangle
90,55,rectangle
19,21,rectangle
14,14,square
20,30,rectangle
65,91,rectangle
17,17,square
94,13,rectangle
38,43,rectangle
84,84,square
5,5,square
68,34,rectangle
46,5,rectangle
59,59,square
3,3,square
94,79,rectangle
26,45,rectangle
40,57,rectangle
58,39,rectangle
40,61,rectangle
42,42,square
96,32,rectangle
95,96,rectangle
51,61,rectangle
100,19,rectangle
32,16,rectangle
46,46,square
51,51,square
13,46,rectangle
100,100,square
94,94,square
39,39,square
67,52,rectangle
89,96,rectangle
61,61,square
67,67,square
40,26,rectangle
21,28,rectangle
41,41,square
39,39,square
71,37,rectangle
18,18,square
94,11,rectangle
33,86,rectangle
27,27,square
97,97,square
6,6,square
4,47,rectangle
84,84,square
4,4,square
25,66,rectangle
62,41,rectangle
71,71,square
85,55,rectangle
38,40,rectangle
75,75,square
35,16,rectangle
83,83,square
36,95,rectangle
45,77,rectangle
50,50,square
70,70,square
42,42,square
75,75,square
69,2,rectangle
6,91,rectangle
10,24,rectangle
100,100,square
22,22,square
86,86,square
32,32,square
99,25,rectangle
98,93,rectangle
86,86,square
96,8,rectangle
88,88,square
63,78,rectangle
4,4,square
39,69,rectangle
69,81,rectangle
48,93,rectangle
42,42,square
70,70,square
49,83,rectangle
56,1,rectangle
15,15,square
44,21,rectangle
73,2,rectangle
49,49,square
51,36,rectangle
28,10,rectangle
73,73,square
25,25,square
17,67,rectangle
31,36,rectangle
47,47,square
73,73,square
87,48,rectangle
89,89,square
49,51,rectangle
29,29,square
18,94,rectangle
85,85,square
26,40,rectangle
9,83,rectangle
73,73,square
80,93,rectangle
4,74,rectangle
7,16,rectangle
25,25,square
30,18,rectangle
34,34,square
70,99,rectangle
28,28,square
41,65,rectangle
44,71,rectangle
61,37,rectangle
13,71,rectangle
46,20,rectangle
10,10,square
8,58,rectangle
84,77,rectangle
26,26,square
65,65,square
26,26,square
18,18,square
23,86,rectangle
48,48,square
49,49,square
85,85,square
87,67,rectangle
84,84,square
17,66,rectangle
10,10,square
94,9,rectangle
25,75,rectangle
3,3,square
68,68,square
76,76,square
37,54,rectangle
94,45,rectangle
70,20,rectangle
16,72,rectangle
38,26,rectangle
80,79,rectangle
23,81,rectangle
34,34,square
67,64,rectangle
59,76,rectangle
58,68,rectangle
42,29,rectangle
5,55,rectangle
60,60,square
47,47,square
97,97,square
63,3,rectangle
44,79,rectangle
87,12,rectangle
62,99,rectangle
20,20,square
97,10,rectangle
95,95,square
26,26,square
64,64,square
80,80,square
35,35,square
96,96,square
36,69,rectangle
63,88,rectangle
25,48,rectangle
59,71,rectangle
60,60,square
77,17,rectangle
78,78,square
55,55,square
85,36,rectangle
4,4,square
67,67,square
7,100,rectangle
88,88,square
31,31,square
54,66,rectangle
45,45,square
69,69,square
84,84,square
1,1,square
10,10,square
2,71,rectangle
8,54,rectangle
2,2,square
19,19,square
87,41,rectangle
